City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,fallon,39.4735,-118.7774,286.44,19,75,5.14,US,1699924264
242,new plymouth,-39.0667,174.0833,288.88,68,100,6.18,NZ,1699924264
243,kazan,55.7887,49.1221,280.18,78,100,6.9,RU,1699924265
244,jaipur,26.9167,75.8167,292.77,64,20,2.06,IN,1699924265
245,villafranca di verona,45.3524,10.8402,282.44,93,40,1.03,IT,1699924266
246,santa cruz,-17.8,-63.1667,300.85,78,31,2.57,BO,1699924138
247,noyabrsk,63.1994,75.4507,260.5,92,100,3.58,RU,1699924267
248,binzhou,37.3667,118.0167,277.75,31,67,2.35,CN,1699924121
249,luancheng,37.8792,114.6517,278.2,42,0,0.95,CN,1699924267
250,huarmey,-10.0681,-78.1522,293.35,84,98,4.43,PE,1699924268
251,alta,69.9689,23.2717,263.74,80,100,1.03,NO,1699924269
252,lodja,-3.4833,23.4333,294.21,100,100,1.01,CD,1699924269
253,derzhavinsk,51.1,66.3167,276.33,78,100,6.01,KZ,1699924270
254,utrik,11.2278,169.8474,301.31,81,100,7.99,MH,1699924270
255,egilsstadir,65.2653,-14.3948,275.1,93,75,1.54,IS,1699924255
256,windhoek,-22.5594,17.0832,296.72,37,100,1.75,NA,1699924271
257,chadan,51.2833,91.5833,260.1,95,97,1.61,RU,1699924272
258,bikenibeu village,1.3673,173.1241,304.13,74,75,3.6,KI,1699924272
259,corner brook,48.9667,-57.9484,269.08,94,36,1.18,CA,1699924272
260,kuqa,41.7278,82.9364,275.79,26,5,1.44,CN,1699924273
261,peace river,56.2501,-117.286,268.32,86,100,3.09,CA,1699924076
262,statesville,35.7826,-80.8873,285.72,72,0,0.0,US,1699924151
263,brisas de zicatela,15.8369,-97.0419,302.44,54,40,1.54,MX,1699924274
264,warrnambool,-38.3833,142.4833,292.79,68,100,3.35,AU,1699924274
265,lebu,-37.6167,-73.65,283.25,87,53,3.15,CL,1699924204
266,laayoune plage,-37.6167,-73.65,283.25,87,53,3.15,CL,1699924204
267,nemuro,43.3236,145.575,277.9,58,14,8.24,JP,1699924145
268,keflavik,64.0049,-22.5624,280.39,65,0,9.77,IS,1699924276
269,mamuju,-2.6748,118.8885,302.1,73,100,1.21,ID,1699924276
270,paita,-5.0892,-81.1144,293.75,83,10,7.91,PE,1699924277
271,lazaro cardenas,17.9583,-102.2,300.64,78,97,3.06,MX,1699924277
272,awjilah,29.1081,21.2869,291.73,85,0,3.75,LY,1699924278
273,gamboma,-1.8764,15.8644,295.15,91,85,0.32,CG,1699924278
274,mahabe,-1.8764,15.8644,295.15,91,85,0.32,CG,1699924278
275,mosjoen,65.836,13.1908,261.44,92,41,2.06,NO,1699924279
276,afaahiti,-17.75,-149.2833,302.08,89,99,5.98,PF,1699924279
277,al mayadin,35.0209,40.4535,294.87,28,92,3.53,SY,1699924279
278,cadale,2.7603,46.3222,300.78,75,100,1.75,SO,1699924280
279,saratamata,2.7603,46.3222,300.78,75,100,1.75,SO,1699924280
280,puerto baquerizo moreno,-0.9,-89.6,296.81,84,100,4.9,EC,1699924281
281,kupang,-10.1667,123.5833,305.47,62,20,2.57,ID,1699924242
282,borkum,53.5809,6.6915,286.45,79,64,18.52,DE,1699924281
283,holualoa,19.6228,-155.9522,301.36,73,40,4.63,US,1699924282
284,ciudad guayana,8.3533,-62.6528,300.11,83,10,3.4,VE,1699924282
285,kananga,-5.8958,22.4178,292.98,95,100,1.71,CD,1699924283
286,upington,-28.4478,21.2561,293.63,17,0,6.76,ZA,1699924161
287,togur,58.3631,82.8265,267.12,92,16,3.13,RU,1699924284
288,vernon,50.2581,-119.2691,279.89,52,4,2.06,CA,1699924284
289,devrekani,41.603,33.8392,281.23,89,100,3.24,TR,1699924285
290,laojunmiao,39.8333,97.7333,271.37,38,74,2.03,CN,1699924285
291,ghat,24.9647,10.1728,291.36,40,0,2.19,LY,1699924285
292,uusikaupunki,60.8004,21.4084,272.33,85,100,3.15,FI,1699924286
293,vershino-darasunskiy,52.35,115.5167,261.98,82,72,1.63,RU,1699924286
294,basco,20.4487,121.9702,299.07,69,82,11.17,PH,1699924287
295,'ain el melh,34.8415,4.1638,285.57,49,2,1.84,DZ,1699924287
296,natal,-5.795,-35.2094,299.51,78,20,3.09,BR,1699924167
297,hell-ville,-13.4,48.2667,299.95,78,99,1.47,MG,1699924288
298,la passe,45.5549,-0.8967,289.28,95,100,6.01,FR,1699924288
299,mayen abun,45.5549,-0.8967,289.28,95,100,6.01,FR,1699924288
300,morant bay,17.8815,-76.4093,300.21,84,6,5.06,JM,1699924289
301,lerwick,60.1545,-1.1494,281.11,70,92,6.08,GB,1699924289
302,semporna,4.4818,118.6112,301.21,77,25,0.62,MY,1699924290
